COGS,Country,Discount Band,Year,Quarter,Month,Day,Discounts,Gross Sales,Manufacturing Price,Month Name,Product,Month Number,Profit,Sale Price,Sales,Segment,Units Sold,Year
10065,United States of America,Low,2013,Qtr 4,December,1,281.82,14091,10,December,Paseo,12,3744.18,7,13809.18,Government,2013,2013
10330,France,Medium,2013,Qtr 4,December,1,1033,20660,120,December,Velo,12,9297,20,19627,Government,1033,2013
10380,Mexico,Medium,2014,Qtr 2,June,1,1868.4,20760,10,June,Paseo,6,8511.6,20,18891.6,Government,1038,2014
10380,Mexico,Medium,2014,Qtr 2,June,1,1868.4,20760,260,June,Amarilla,6,8511.6,20,18891.6,Government,1038,2014
10460,Canada,Low,2013,Qtr 4,November,1,146.44,14644,120,November,Velo,11,4037.56,7,14497.56,Government,2092,2013
10560,United States of America,Low,2014,Qtr 3,September,1,844.8,21120,10,September,Paseo,9,9715.2,20,20275.2,Government,1056,2014
10561.5,Canada,High,2014,Qtr 2,April,1,4224.6,42246,260,April,Amarilla,4,27459.9,12,38021.4,Channel Partners,3520.5,2014
10625,Germany,Medium,2013,Qtr 4,December,1,1041.25,14875,10,December,Paseo,12,3208.75,7,13833.75,Government,2125,2013
10680,France,Medium,2013,Qtr 4,December,1,747.6,14952,10,December,Paseo,12,3524.4,7,14204.4,Government,2136,2013
10725,France,Low,2013,Qtr 4,November,1,300.3,15015,3,November,Carretera,11,3989.7,7,14714.7,Government,2145,2013
10730,Germany,None,2014,Qtr 3,September,1,0,15022,5,September,Montana,9,4292,7,15022,Government,2146,2014
11175,United States of America,Medium,2014,Qtr 1,January,1,1341,22350,3,January,Carretera,1,9834,20,21009,Government,1117.5,2014
11180,Canada,Medium,2014,Qtr 4,November,1,1565.2,22360,260,November,Amarilla,11,9614.8,20,20794.8,Government,1118,2014
11220,Mexico,High,2014,Qtr 1,March,1,2468.4,22440,10,March,Paseo,3,8751.6,20,19971.6,Government,1122,2014
11230,Mexico,Medium,2013,Qtr 4,November,1,1347.6,22460,250,November,VTT,11,9882.4,20,21112.4,Government,1123,2013
11530,United States of America,Medium,2014,Qtr 4,October,1,1037.7,17295,10,October,Paseo,10,4727.3,15,16257.3,Midmarket,1153,2014
11530,United States of America,Medium,2014,Qtr 4,October,1,1037.7,17295,250,October,VTT,10,4727.3,15,16257.3,Midmarket,1153,2014
11580,Germany,High,2014,Qtr 1,March,1,3474,23160,10,March,Paseo,3,8106,20,19686,Government,1158,2014
11635,United States of America,Medium,2014,Qtr 2,May,1,814.45,16289,10,May,Paseo,5,3839.55,7,15474.55,Government,2327,2014
11640,United States of America,High,2014,Qtr 3,September,1,1629.6,16296,5,September,Montana,9,3026.4,7,14666.4,Government,2328,2014
11690,Germany,Medium,2014,Qtr 2,June,1,1309.28,16366,120,June,Velo,6,3366.72,7,15056.72,Government,2338,2014
11690,Germany,Medium,2014,Qtr 2,June,1,1309.28,16366,250,June,VTT,6,3366.72,7,15056.72,Government,2338,2014
11745,Canada,Medium,2013,Qtr 3,September,1,822.15,16443,10,September,Paseo,9,3875.85,7,15620.85,Government,2349,2013
11750,Germany,High,2014,Qtr 4,October,1,2643.75,17625,10,October,Paseo,10,3231.25,15,14981.25,Midmarket,1175,2014
11750,Germany,High,2014,Qtr 4,October,1,2643.75,17625,250,October,VTT,10,3231.25,15,14981.25,Midmarket,1175,2014
12045,Germany,Medium,2013,Qtr 3,September,1,1349.04,16863,10,September,Paseo,9,3468.96,7,15513.96,Government,2409,2013
12078,Canada,High,2014,Qtr 3,July,1,5314.32,48312,10,July,Paseo,7,30919.68,12,42997.68,Channel Partners,4026,2014
12100,Mexico,High,2014,Qtr 3,September,1,2032.8,16940,5,September,Montana,9,2807.2,7,14907.2,Government,2420,2014
12270,France,Medium,2014,Qtr 4,October,1,1656.45,18405,10,October,Paseo,10,4478.55,15,16748.55,Midmarket,1227,2014
12270,France,Medium,2014,Qtr 4,October,1,1656.45,18405,250,October,VTT,10,4478.55,15,16748.55,Midmarket,1227,2014
12330,Mexico,High,2014,Qtr 4,December,1,2959.2,24660,10,December,Paseo,12,9370.8,20,21700.8,Government,1233,2014
12330,Mexico,High,2014,Qtr 4,December,1,2959.2,24660,250,December,VTT,12,9370.8,20,21700.8,Government,1233,2014
12360,United States of America,Low,2014,Qtr 4,November,1,494.4,24720,260,November,Amarilla,11,11865.6,20,24225.6,Government,1236,2014
12435,France,Medium,2014,Qtr 4,December,1,870.45,17409,3,December,Carretera,12,4103.55,7,16538.55,Government,2487,2014
12435,France,Medium,2014,Qtr 4,December,1,870.45,17409,250,December,VTT,12,4103.55,7,16538.55,Government,2487,2014
12490,Canada,High,2014,Qtr 4,October,1,3247.4,24980,5,October,Montana,10,9242.6,20,21732.6,Government,1249,2014
12490,Canada,High,2014,Qtr 4,October,1,3247.4,24980,10,October,Paseo,10,9242.6,20,21732.6,Government,1249,2014
12620,Canada,Medium,2014,Qtr 2,May,1,1325.1,18930,120,May,Velo,5,4984.9,15,17604.9,Midmarket,1262,2014
12645,United States of America,Low,2014,Qtr 3,July,1,177.03,17703,3,July,Carretera,7,4880.97,7,17525.97,Government,2529,2014
12650,United States of America,Medium,2013,Qtr 4,November,1,1265,25300,250,November,VTT,11,11385,20,24035,Government,1265,2013
12660,France,High,2014,Qtr 2,April,1,1949.64,17724,10,April,Paseo,4,3114.36,7,15774.36,Government,2532,2014
12675,Mexico,High,2014,Qtr 2,April,1,2661.75,17745,10,April,Paseo,4,2408.25,7,15083.25,Government,2535,2014
12820,United States of America,Medium,2014,Qtr 2,June,1,2051.2,25640,5,June,Montana,6,10768.8,20,23588.8,Government,1282,2014
12820,United States of America,Medium,2014,Qtr 2,June,1,2051.2,25640,260,June,Amarilla,6,10768.8,20,23588.8,Government,1282,2014
13030,France,Medium,2014,Qtr 1,February,1,1303,26060,10,February,Paseo,2,11727,20,24757,Government,1303,2014
13210,Germany,None,2014,Qtr 1,January,1,0,26420,3,January,Carretera,1,13210,20,26420,Government,1321,2014
13325,Germany,High,2014,Qtr 4,November,1,1865.5,18655,120,November,Velo,11,3464.5,7,16789.5,Government,2665,2014
13445,Mexico,Medium,2014,Qtr 4,October,1,941.15,18823,10,October,Paseo,10,4436.85,7,17881.85,Government,2689,2014
13445,Mexico,Medium,2014,Qtr 4,October,1,941.15,18823,250,October,VTT,10,4436.85,7,17881.85,Government,2689,2014
13480,France,High,2014,Qtr 3,August,1,2453.36,18872,10,August,Paseo,8,2938.64,7,16418.64,Government,2696,2014
13530,Mexico,High,2013,Qtr 4,November,1,2083.62,18942,3,November,Carretera,11,3328.38,7,16858.38,Government,2706,2013
13660,Germany,Medium,2014,Qtr 2,June,1,2185.6,27320,10,June,Paseo,6,11474.4,20,25134.4,Government,1366,2014
13660,Germany,Medium,2014,Qtr 2,June,1,2185.6,27320,260,June,Amarilla,6,11474.4,20,25134.4,Government,1366,2014
13670,Canada,High,2014,Qtr 4,October,1,2296.56,19138,5,October,Montana,10,3171.44,7,16841.44,Government,2734,2014
13670,Canada,High,2014,Qtr 4,October,1,2296.56,19138,260,October,Amarilla,10,3171.44,7,16841.44,Government,2734,2014
13755,France,Low,2014,Qtr 3,July,1,275.1,27510,5,July,Montana,7,13479.9,20,27234.9,Government,1375.5,2014
13890,Canada,Medium,2013,Qtr 4,October,1,1389,27780,10,October,Paseo,10,12501,20,26391,Government,1389,2013
13890,Canada,Medium,2013,Qtr 4,October,1,1389,27780,250,October,VTT,10,12501,20,26391,Government,1389,2013
14210,United States of America,Medium,2013,Qtr 4,December,1,1989.4,28420,120,December,Velo,12,12220.6,20,26430.6,Government,1421,2013
14255,Canada,Low,2013,Qtr 4,October,1,798.28,19957,3,October,Carretera,10,4903.72,7,19158.72,Government,2851,2013
14255,Canada,Low,2013,Qtr 4,October,1,798.28,19957,5,October,Montana,10,4903.72,7,19158.72,Government,2851,2013
14515,Mexico,High,2014,Qtr 1,March,1,2844.94,20321,250,March,VTT,3,2961.06,7,17476.06,Government,2903,2014
14535,United States of America,Medium,2014,Qtr 2,June,1,1627.92,20349,120,June,Velo,6,4186.08,7,18721.08,Government,2907,2014
14535,United States of America,Medium,2014,Qtr 2,June,1,1627.92,20349,260,June,Amarilla,6,4186.08,7,18721.08,Government,2907,2014
14980,United States of America,High,2013,Qtr 4,October,1,2936.08,20972,3,October,Carretera,10,3055.92,7,18035.92,Government,2996,2013
14980,United States of America,High,2013,Qtr 4,October,1,2936.08,20972,5,October,Montana,10,3055.92,7,18035.92,Government,2996,2013
15130,Germany,High,2014,Qtr 4,November,1,3177.3,22695,3,November,Carretera,11,4387.7,15,19517.7,Midmarket,1513,2014
15140,Mexico,Low,2013,Qtr 4,October,1,908.4,22710,10,October,Paseo,10,6661.6,15,21801.6,Midmarket,1514,2013
15140,Mexico,Low,2013,Qtr 4,October,1,908.4,22710,250,October,VTT,10,6661.6,15,21801.6,Midmarket,1514,2013
15140,United States of America,Low,2014,Qtr 1,February,1,227.1,22710,10,February,Paseo,2,7342.9,15,22482.9,Midmarket,1514,2014
15200,Germany,Medium,2014,Qtr 4,November,1,2432,30400,260,November,Amarilla,11,12768,20,27968,Government,1520,2014
15300,Germany,Medium,2014,Qtr 2,May,1,1377,22950,120,May,Velo,5,6273,15,21573,Midmarket,1530,2014
15310,Germany,High,2014,Qtr 4,December,1,3674.4,30620,10,December,Paseo,12,11635.6,20,26945.6,Government,1531,2014
15310,Germany,High,2014,Qtr 4,December,1,3674.4,30620,250,December,VTT,12,11635.6,20,26945.6,Government,1531,2014
15350,France,Medium,2014,Qtr 3,September,1,2149,30700,10,September,Paseo,9,13201,20,28551,Government,1535,2014
15600,Canada,High,2013,Qtr 4,November,1,2574,23400,3,November,Carretera,11,5226,15,20826,Midmarket,1560,2013
15630,France,Medium,2014,Qtr 2,May,1,1563,31260,3,May,Carretera,5,14067,20,29697,Government,1563,2014
15650,Canada,High,2014,Qtr 4,October,1,3051.75,23475,10,October,Paseo,10,4773.25,15,20423.25,Midmarket,1565,2014
15650,Canada,High,2014,Qtr 4,October,1,3051.75,23475,250,October,VTT,10,4773.25,15,20423.25,Midmarket,1565,2014
15660,United States of America,Low,2014,Qtr 4,October,1,626.4,31320,5,October,Montana,10,15033.6,20,30693.6,Government,1566,2014
15660,United States of America,Low,2014,Qtr 4,October,1,626.4,31320,120,October,Velo,10,15033.6,20,30693.6,Government,1566,2014
15790,France,Medium,2014,Qtr 3,August,1,1579,31580,120,August,Velo,8,14211,20,30001,Government,1579,2014
16140,Canada,High,2014,Qtr 2,April,1,3631.5,24210,10,April,Paseo,4,4438.5,15,20578.5,Midmarket,1614,2014
16185,Canada,None,2014,Qtr 1,January,1,0,32370,3,January,Carretera,1,16185,20,32370,Government,1618.5,2014
16305,Canada,Medium,2014,Qtr 3,July,1,2201.175,24457.5,260,July,Amarilla,7,5951.325,15,22256.325,Midmarket,1630.5,2014
16940,Mexico,Medium,2014,Qtr 4,November,1,3049.2,33880,260,November,Amarilla,11,13890.8,20,30830.8,Government,1694,2014
17107.5,France,High,2014,Qtr 3,July,1,2874.06,23950.5,260,July,Amarilla,7,3968.94,7,21076.44,Government,3421.5,2014
17150,Mexico,High,2013,Qtr 4,October,1,4116,34300,5,October,Montana,10,13034,20,30184,Government,1715,2013
17150,Mexico,High,2013,Qtr 4,October,1,4116,34300,10,October,Paseo,10,13034,20,30184,Government,1715,2013
17430,Canada,High,2013,Qtr 4,October,1,3660.3,26145,10,October,Paseo,10,5054.7,15,22484.7,Midmarket,1743,2013
17430,Canada,High,2013,Qtr 4,October,1,3660.3,26145,260,October,Amarilla,10,5054.7,15,22484.7,Midmarket,1743,2013
17430,Germany,Medium,2014,Qtr 3,August,1,1568.7,26145,10,August,Paseo,8,7146.3,15,24576.3,Midmarket,1743,2014
17430,United States of America,High,2014,Qtr 2,May,1,4880.4,34860,3,May,Carretera,5,12549.6,20,29979.6,Government,1743,2014
17570,France,Medium,2013,Qtr 4,October,1,2108.4,35140,5,October,Montana,10,15461.6,20,33031.6,Government,1757,2013
17570,France,Medium,2013,Qtr 4,October,1,2108.4,35140,10,October,Paseo,10,15461.6,20,33031.6,Government,1757,2013
17670,United States of America,High,2014,Qtr 3,September,1,3710.7,26505,10,September,Paseo,9,5124.3,15,22794.3,Midmarket,1767,2014
18020,Canada,Medium,2013,Qtr 4,December,1,1802,36040,10,December,Paseo,12,16218,20,34238,Government,1802,2013
18170,Canada,None,2014,Qtr 4,December,1,0,36340,10,December,Paseo,12,18170,20,36340,Government,1817,2014
18170,Canada,None,2014,Qtr 4,December,1,0,36340,250,December,VTT,12,18170,20,36340,Government,1817,2014
18340,Mexico,Medium,2013,Qtr 3,September,1,2567.6,36680,3,September,Carretera,9,15772.4,20,34112.4,Government,1834,2013
18700,Mexico,High,2013,Qtr 4,November,1,3927,28050,260,November,Amarilla,11,5423,15,24123,Midmarket,1870,2013
18990,France,None,2014,Qtr 2,June,1,0,37980,5,June,Montana,6,18990,20,37980,Government,1899,2014
18990,France,None,2014,Qtr 2,June,1,0,37980,260,June,Amarilla,6,18990,20,37980,Government,1899,2014
19250,United States of America,Low,2013,Qtr 4,December,1,577.5,28875,10,December,Paseo,12,9047.5,15,28297.5,Midmarket,1925,2013
19340,Germany,Medium,2014,Qtr 3,September,1,3094.4,38680,10,September,Paseo,9,16245.6,20,35585.6,Government,1934,2014
19450,Germany,Low,2013,Qtr 4,October,1,875.25,29175,10,October,Paseo,10,8849.75,15,28299.75,Midmarket,1945,2013
19450,Germany,Low,2013,Qtr 4,October,1,875.25,29175,250,October,VTT,10,8849.75,15,28299.75,Midmarket,1945,2013
19540,France,High,2014,Qtr 1,March,1,3908,39080,10,March,Paseo,3,15632,20,35172,Government,1954,2014
19670,Canada,Low,2014,Qtr 1,March,1,1180.2,29505,5,March,Montana,3,8654.8,15,28324.8,Midmarket,1967,2014
19725,France,Low,2014,Qtr 1,January,1,276.15,27615,10,January,Paseo,1,7613.85,7,27338.85,Government,3945,2014
19760,France,Medium,2014,Qtr 4,October,1,2766.4,39520,5,October,Montana,10,16993.6,20,36753.6,Government,1976,2014
19760,France,Medium,2014,Qtr 4,October,1,2766.4,39520,120,October,Velo,10,16993.6,20,36753.6,Government,1976,2014
19840,Mexico,High,2014,Qtr 3,August,1,3273.6,29760,10,August,Paseo,8,6646.4,15,26486.4,Midmarket,1984,2014
20300,United States of America,Medium,2014,Qtr 4,November,1,1827,30450,3,November,Carretera,11,8323,15,28623,Midmarket,2030,2014
20310,Mexico,Low,2014,Qtr 4,October,1,1218.6,30465,5,October,Montana,10,8936.4,15,29246.4,Midmarket,2031,2014
20310,Mexico,Low,2014,Qtr 4,October,1,1218.6,30465,10,October,Paseo,10,8936.4,15,29246.4,Midmarket,2031,2014
20390,Mexico,High,2014,Qtr 2,May,1,4078,40780,260,May,Amarilla,5,16312,20,36702,Government,2039,2014
20720,France,High,2014,Qtr 4,December,1,3108,31080,5,December,Montana,12,7252,15,27972,Midmarket,2072,2014
20720,France,High,2014,Qtr 4,December,1,3108,31080,260,December,Amarilla,12,7252,15,27972,Midmarket,2072,2014
20740,Canada,Low,2014,Qtr 3,September,1,1659.2,41480,10,September,Paseo,9,19080.8,20,39820.8,Government,2074,2014
21010,France,Medium,2014,Qtr 3,August,1,2206.05,31515,10,August,Paseo,8,8298.95,15,29308.95,Midmarket,2101,2014
21160,Germany,Medium,2013,Qtr 4,December,1,1587,31740,10,December,Paseo,12,8993,15,30153,Midmarket,2116,2013
21255,Canada,Low,2014,Qtr 1,January,1,1190.28,29757,10,January,Paseo,1,7311.72,7,28566.72,Government,4251,2014
21520,Canada,None,2013,Qtr 4,December,1,0,32280,10,December,Paseo,12,10760,15,32280,Midmarket,2152,2013
21570,Mexico,High,2014,Qtr 4,December,1,3559.05,32355,5,December,Montana,12,7225.95,15,28795.95,Midmarket,2157,2014
21570,Mexico,High,2014,Qtr 4,December,1,3559.05,32355,260,December,Amarilla,12,7225.95,15,28795.95,Midmarket,2157,2014
21670,France,High,2013,Qtr 4,October,1,3250.5,32505,10,October,Paseo,10,7584.5,15,29254.5,Midmarket,2167,2013
21670,France,High,2013,Qtr 4,October,1,3250.5,32505,250,October,VTT,10,7584.5,15,29254.5,Midmarket,2167,2013
21780,France,None,2014,Qtr 2,June,1,0,32670,3,June,Carretera,6,10890,15,32670,Midmarket,2178,2014
21780,France,None,2014,Qtr 2,June,1,0,32670,250,June,VTT,6,10890,15,32670,Midmarket,2178,2014
21980,United States of America,Medium,2014,Qtr 3,August,1,1978.2,32970,10,August,Paseo,8,9011.8,15,30991.8,Midmarket,2198,2014
22140,Mexico,Low,2014,Qtr 1,March,1,332.1,33210,5,March,Montana,3,10737.9,15,32877.9,Midmarket,2214,2014
22462.5,United States of America,Low,2014,Qtr 2,April,1,314.475,31447.5,10,April,Paseo,4,8670.525,7,31133.025,Government,4492.5,2014
22550,Mexico,High,2014,Qtr 3,July,1,5863,45100,5,July,Montana,7,16687,20,39237,Government,2255,2014
22610,France,Low,2013,Qtr 4,December,1,1356.6,33915,10,December,Paseo,12,9948.4,15,32558.4,Midmarket,2261,2013
22960,France,Low,2014,Qtr 1,February,1,344.4,34440,10,February,Paseo,2,11135.6,15,34095.6,Midmarket,2296,2014
22970,Germany,Medium,2013,Qtr 4,November,1,2297,45940,250,November,VTT,11,20673,20,43643,Government,2297,2013
23000,Canada,High,2014,Qtr 4,December,1,4830,34500,3,December,Carretera,12,6670,15,29670,Midmarket,2300,2014
23000,Canada,High,2014,Qtr 4,December,1,4830,34500,5,December,Montana,12,6670,15,29670,Midmarket,2300,2014
23630,Canada,Low,2014,Qtr 1,February,1,708.9,35445,10,February,Paseo,2,11106.1,15,34736.1,Midmarket,2363,2014
23940,Canada,High,2014,Qtr 3,August,1,5266.8,47880,10,August,Paseo,8,18673.2,20,42613.2,Government,2394,2014
24280,Canada,High,2014,Qtr 1,March,1,6798.4,48560,10,March,Paseo,3,17481.6,20,41761.6,Government,2428,2014
24700,Canada,High,2013,Qtr 3,September,1,5187,37050,10,September,Paseo,9,7163,15,31863,Midmarket,2470,2013
24700,Mexico,None,2014,Qtr 2,June,1,0,37050,3,June,Carretera,6,12350,15,37050,Midmarket,2470,2014
24700,Mexico,None,2014,Qtr 2,June,1,0,37050,5,June,Montana,6,12350,15,37050,Midmarket,2470,2014
24720,Mexico,None,2014,Qtr 3,September,1,0,37080,10,September,Paseo,9,12360,15,37080,Midmarket,2472,2014
25010,France,Medium,2014,Qtr 1,March,1,3001.2,37515,5,March,Montana,3,9503.8,15,34513.8,Midmarket,2501,2014
25215,France,High,2014,Qtr 1,January,1,6051.6,50430,3,January,Carretera,1,19163.4,20,44378.4,Government,2521.5,2014
25480,United States of America,High,2013,Qtr 4,November,1,4586.4,38220,260,November,Amarilla,11,8153.6,15,33633.6,Midmarket,2548,2013
25590,Canada,High,2014,Qtr 3,August,1,5757.75,38385,10,August,Paseo,8,7037.25,15,32627.25,Midmarket,2559,2014
25670,United States of America,High,2014,Qtr 2,June,1,5005.65,38505,3,June,Carretera,6,7829.35,15,33499.35,Midmarket,2567,2014
25670,United States of America,High,2014,Qtr 2,June,1,5005.65,38505,250,June,VTT,6,7829.35,15,33499.35,Midmarket,2567,2014
25790,Mexico,High,2014,Qtr 2,April,1,7221.2,51580,3,April,Carretera,4,18568.8,20,44358.8,Government,2579,2014
25800,Germany,Low,2014,Qtr 2,April,1,1548,51600,3,April,Carretera,4,24252,20,50052,Government,2580,2014
26200,France,Medium,2014,Qtr 3,September,1,1965,39300,10,September,Paseo,9,11135,15,37335,Midmarket,2620,2014
26280,Mexico,Medium,2014,Qtr 2,April,1,3547.8,39420,120,April,Velo,4,9592.2,15,35872.2,Midmarket,2628,2014
26290,Mexico,High,2014,Qtr 1,January,1,5783.8,52580,260,January,Amarilla,1,20506.2,20,46796.2,Government,2629,2014
26410,United States of America,High,2014,Qtr 1,February,1,6866.6,52820,10,February,Paseo,2,19543.4,20,45953.4,Government,2641,2014
26460,Canada,Low,2013,Qtr 3,September,1,2116.8,52920,120,September,Velo,9,24343.2,20,50803.2,Government,2646,2013
26630,United States of America,Medium,2014,Qtr 4,December,1,2663,53260,10,December,Paseo,12,23967,20,50597,Government,2663,2014
26630,United States of America,Medium,2014,Qtr 4,December,1,2663,53260,250,December,VTT,12,23967,20,50597,Government,2663,2014
26820,France,Medium,2013,Qtr 4,November,1,4827.6,53640,250,November,VTT,11,21992.4,20,48812.4,Government,2682,2013
26890,Canada,High,2014,Qtr 4,November,1,4840.2,40335,3,November,Carretera,11,8604.8,15,35494.8,Midmarket,2689,2014
27080,Germany,High,2014,Qtr 1,February,1,7040.8,54160,10,February,Paseo,2,20039.2,20,47119.2,Government,2708,2014
27910,Mexico,Medium,2014,Qtr 4,November,1,2093.25,41865,3,November,Carretera,11,11861.75,15,39771.75,Midmarket,2791,2014
28050,France,High,2013,Qtr 3,September,1,6171,56100,120,September,Velo,9,21879,20,49929,Government,2805,2013
28260,France,High,2014,Qtr 2,May,1,6358.5,42390,120,May,Velo,5,7771.5,15,36031.5,Midmarket,2826,2014
28320,United States of America,Medium,2014,Qtr 3,August,1,2832,56640,120,August,Velo,8,25488,20,53808,Government,2832,2014
28440,Canada,Medium,2014,Qtr 2,June,1,2559.6,42660,3,June,Carretera,6,11660.4,15,40100.4,Midmarket,2844,2014
28440,Canada,Medium,2014,Qtr 2,June,1,2559.6,42660,250,June,VTT,6,11660.4,15,40100.4,Midmarket,2844,2014
28610,Mexico,Medium,2014,Qtr 1,January,1,2145.75,42915,120,January,Velo,1,12159.25,15,40769.25,Midmarket,2861,2014
29310,United States of America,Medium,2013,Qtr 3,September,1,3077.55,43965,10,September,Paseo,9,11577.45,15,40887.45,Midmarket,2931,2013
29350,Canada,High,2013,Qtr 4,November,1,6457,58700,250,November,VTT,11,22893,20,52243,Government,2935,2013
29920,Germany,High,2013,Qtr 4,October,1,6582.4,59840,5,October,Montana,10,23337.6,20,53257.6,Government,2992,2013
29920,Germany,High,2013,Qtr 4,October,1,6582.4,59840,10,October,Paseo,10,23337.6,20,53257.6,Government,2992,2013
29930,Mexico,Medium,2014,Qtr 3,September,1,4788.8,59860,10,September,Paseo,9,25141.2,20,55071.2,Government,2993,2014
31995,United States of America,High,2014,Qtr 3,July,1,5279.175,47992.5,260,July,Amarilla,7,10718.325,15,42713.325,Midmarket,3199.5,2014
36750,United States of America,Medium,2014,Qtr 2,April,1,4961.25,55125,10,April,Paseo,4,13413.75,15,50163.75,Midmarket,3675,2014
38010,France,Medium,2014,Qtr 2,April,1,3420.9,57015,10,April,Paseo,4,15584.1,15,53594.1,Midmarket,3801,2014
38505,Canada,Low,2014,Qtr 2,April,1,2310.3,77010,120,April,Velo,4,36194.7,20,74699.7,Government,3850.5,2014
38640,France,Low,2014,Qtr 2,April,1,772.8,77280,120,April,Velo,4,37867.2,20,76507.2,Government,3864,2014
38745,France,High,2014,Qtr 3,July,1,6974.1,58117.5,250,July,VTT,7,12398.4,15,51143.4,Midmarket,3874.5,2014
39600,United States of America,Low,2013,Qtr 3,September,1,412.5,41250,3,September,Carretera,9,1237.5,125,40837.5,Enterprise,330,2013
39975,France,High,2014,Qtr 1,January,1,7795.125,59962.5,120,January,Velo,1,12192.375,15,52167.375,Midmarket,3997.5,2014
40920,Mexico,High,2014,Qtr 2,May,1,4262.5,42625,250,May,VTT,5,-2557.5,125,38362.5,Enterprise,341,2014
41400,Canada,None,2013,Qtr 4,October,1,0,43125,5,October,Montana,10,1725,125,43125,Enterprise,345,2013
41400,Canada,None,2013,Qtr 4,October,1,0,43125,120,October,Velo,10,1725,125,43125,Enterprise,345,2013
52000,Canada,High,2014,Qtr 2,May,1,9800,70000,5,May,Montana,5,8200,350,60200,Government,200,2014
53500,Germany,Low,2013,Qtr 4,October,1,1284,64200,3,October,Carretera,10,9416,300,62916,Small Business,214,2013
53500,Germany,Low,2013,Qtr 4,October,1,1284,64200,250,October,VTT,10,9416,300,62916,Small Business,214,2013
64750,Germany,Low,2014,Qtr 1,March,1,1554,77700,260,March,Amarilla,3,11396,300,76146,Small Business,259,2014
66240,Germany,High,2014,Qtr 4,November,1,10350,69000,250,November,VTT,11,-7590,125,58650,Enterprise,552,2014
66480,Mexico,High,2014,Qtr 1,January,1,7617.5,69250,250,January,VTT,1,-4847.5,125,61632.5,Enterprise,554,2014
67250,Canada,High,2013,Qtr 4,October,1,11298,80700,120,October,Velo,10,2152,300,69402,Small Business,269,2013
67250,Canada,High,2013,Qtr 4,October,1,11298,80700,250,October,VTT,10,2152,300,69402,Small Business,269,2013
68040,Canada,Medium,2014,Qtr 3,September,1,6378.75,70875,120,September,Velo,9,-3543.75,125,64496.25,Enterprise,567,2014
69160,United States of America,Low,2013,Qtr 4,December,1,1862,93100,250,December,VTT,12,22078,350,91238,Government,266,2013
69480,United States of America,High,2014,Qtr 1,January,1,7237.5,72375,260,January,Amarilla,1,-4342.5,125,65137.5,Enterprise,579,2014
70200,United States of America,High,2014,Qtr 1,February,1,11340,94500,260,February,Amarilla,2,12960,350,83160,Government,270,2014
71240,United States of America,Low,2014,Qtr 4,December,1,3836,95900,3,December,Carretera,12,20824,350,92064,Government,274,2014
71240,United States of America,Low,2014,Qtr 4,December,1,3836,95900,10,December,Paseo,12,20824,350,92064,Government,274,2014
79440,Mexico,Low,2014,Qtr 2,June,1,1655,82750,10,June,Paseo,6,1655,125,81095,Enterprise,662,2014
79440,Mexico,Low,2014,Qtr 2,June,1,1655,82750,250,June,VTT,6,1655,125,81095,Enterprise,662,2014
79560,France,High,2014,Qtr 3,September,1,12431.25,82875,120,September,Velo,9,-9116.25,125,70443.75,Enterprise,663,2014
79560,United States of America,Low,2013,Qtr 4,October,1,828.75,82875,5,October,Montana,10,2486.25,125,82046.25,Enterprise,663,2013
79560,United States of America,Low,2013,Qtr 4,October,1,828.75,82875,120,October,Velo,10,2486.25,125,82046.25,Enterprise,663,2013
80500,France,Medium,2013,Qtr 3,September,1,8694,96600,5,September,Montana,9,7406,300,87906,Small Business,322,2013
83500,Germany,Medium,2013,Qtr 4,December,1,9018,100200,5,December,Montana,12,7682,300,91182,Small Business,334,2013
84480,France,Medium,2013,Qtr 4,October,1,4400,88000,10,October,Paseo,10,-880,125,83600,Enterprise,704,2013
84480,France,Medium,2013,Qtr 4,October,1,4400,88000,120,October,Velo,10,-880,125,83600,Enterprise,704,2013
87240,United States of America,Low,2014,Qtr 2,June,1,908.75,90875,10,June,Paseo,6,2726.25,125,89966.25,Enterprise,727,2014
87240,United States of America,Low,2014,Qtr 2,June,1,908.75,90875,250,June,VTT,6,2726.25,125,89966.25,Enterprise,727,2014
89100,Canada,Low,2014,Qtr 2,April,1,1856.25,92812.5,3,April,Carretera,4,1856.25,125,90956.25,Enterprise,742.5,2014
89440,Mexico,High,2013,Qtr 4,October,1,13244,120400,120,October,Velo,10,17716,350,107156,Government,344,2013
89440,Mexico,High,2013,Qtr 4,October,1,13244,120400,260,October,Amarilla,10,17716,350,107156,Government,344,2013
90740,United States of America,Low,2013,Qtr 3,September,1,4886,122150,250,September,VTT,9,26524,350,117264,Government,349,2013
92820,Germany,High,2014,Qtr 4,November,1,16243.5,124950,10,November,Paseo,11,15886.5,350,108706.5,Government,357,2014
94440,France,Low,2014,Qtr 2,June,1,983.75,98375,10,June,Paseo,6,2951.25,125,97391.25,Enterprise,787,2014
94440,France,Low,2014,Qtr 2,June,1,983.75,98375,250,June,VTT,6,2951.25,125,97391.25,Enterprise,787,2014
95400,Germany,Low,2014,Qtr 1,March,1,3975,99375,10,March,Paseo,3,0,125,95400,Enterprise,795,2014
96500,France,Medium,2013,Qtr 4,November,1,9264,115800,120,November,Velo,11,10036,300,106536,Small Business,386,2013
